server_timestamp_ms,client_id,snapshot_id,seq_num,cpu_percent,recv_time_ms,latency_ms
1765121805698,2,395,,,1765121805709,11
1765121805698,1,395,,,1765121805710,12
1765121805724,1,396,396,,,
1765121805724,2,396,396,,,
1765121805724,2,396,,,1765121805725,1
1765121805724,1,396,,,1765121805725,1
1765121805750,1,397,397,,,
1765121805750,2,397,397,,,
1765121805750,2,397,,,1765121805757,7
1765121805750,1,397,,,1765121805757,7
1765121805776,1,398,398,,,
1765121805776,2,398,398,,,
1765121805776,2,398,,,1765121805788,12
1765121805776,1,398,,,1765121805788,12
1765121805801,1,399,399,,,
1765121805801,2,399,399,,,
1765121805801,2,399,,,1765121805805,4
1765121805801,1,399,,,1765121805805,4
1765121805827,1,400,400,,,
1765121805827,2,400,400,,,
1765121805827,2,400,,,1765121805837,10
1765121805827,1,400,,,1765121805837,10
1765121805852,1,401,401,,,
1765121805852,2,401,401,,,
1765121805852,1,401,,,1765121805853,1
1765121805852,2,401,,,1765121805853,1
1765121805878,1,402,402,,,
1765121805878,2,402,402,,,
1765121805878,2,402,,,1765121805884,6
1765121805878,1,402,,,1765121805884,6
1765121805904,1,403,403,,,
1765121805904,2,403,403,,,
1765121805904,2,403,,,1765121805916,12
1765121805904,1,403,,,1765121805916,12
1765121805929,1,404,404,,,
1765121805929,2,404,404,,,
1765121805929,2,404,,,1765121805932,3
1765121805929,1,404,,,1765121805932,3
1765121805955,1,405,405,,,
1765121805955,2,405,405,,,
1765121805955,2,405,,,1765121805964,9
1765121805955,1,405,,,1765121805964,9
1765121805980,1,406,406,,,
1765121805980,2,406,406,,,
1765121805980,2,406,,,1765121805995,15
1765121805980,1,406,,,1765121805995,15
1765121806006,1,407,407,,,
1765121806006,2,407,407,,,
1765121806006,2,407,,,1765121806010,4
1765121806006,1,407,,,1765121806010,4
1765121806032,1,408,408,,,
1765121806032,2,408,408,,,
1765121806032,2,408,,,1765121806042,10
1765121806032,1,408,,,1765121806042,10
1765121806057,1,409,409,,,
1765121806057,2,409,409,,,
1765121806057,1,409,,,1765121806073,16
1765121806057,2,409,,,1765121806073,16
1765121806083,1,410,410,,,
1765121806083,2,410,410,,,
1765121806083,2,410,,,1765121806090,7
1765121806083,1,410,,,1765121806090,7
1765121806109,1,411,411,,,
1765121806109,2,411,411,,,
1765121806109,2,411,,,1765121806121,12
1765121806109,1,411,,,1765121806121,12
1765121806134,1,412,412,,,
1765121806134,2,412,412,,,
1765121806134,2,412,,,1765121806138,4
1765121806134,1,412,,,1765121806138,4
1765121806160,1,413,413,,,
1765121806160,2,413,413,,,
1765121806160,2,413,,,1765121806170,10
1765121806160,1,413,,,1765121806170,10
1765121806186,1,414,414,,,
1765121806186,2,414,414,,,
1765121806186,1,414,,,1765121806186,0
1765121806186,2,414,,,1765121806186,0
1765121806212,1,415,415,,,
1765121806212,2,415,415,,,
1765121806212,2,415,,,1765121806218,6
1765121806212,1,415,,,1765121806219,7
1765121806237,1,416,416,,,
1765121806237,2,416,416,,,
1765121806237,2,416,,,1765121806251,14
1765121806237,1,416,,,1765121806251,14
1765121806263,1,417,417,,,
1765121806263,2,417,417,,,
1765121806263,2,417,,,1765121806268,5
1765121806263,1,417,,,1765121806268,5
1765121806289,1,418,418,,,
1765121806289,2,418,418,,,
1765121806289,1,418,,,1765121806300,11
1765121806289,2,418,,,1765121806300,11
1765121806314,1,419,419,,,
1765121806314,2,419,419,,,
1765121806314,2,419,,,1765121806316,2
1765121806314,1,419,,,1765121806316,2
1765121806340,1,420,420,,,
1765121806340,2,420,420,,,
1765121806340,2,420,,,1765121806348,8
1765121806340,1,420,,,1765121806348,8
1765121806366,1,421,421,,,
1765121806366,2,421,421,,,
1765121806366,1,421,,,1765121806380,14
1765121806366,2,421,,,1765121806380,14
1765121806392,1,422,422,,,
1765121806392,2,422,422,,,
1765121806392,2,422,,,1765121806397,5
1765121806392,1,422,,,1765121806397,5
1765121806418,1,423,423,,,
1765121806418,2,423,423,,,
1765121806418,1,423,,,1765121806428,10
1765121806418,2,423,,,1765121806428,10
1765121806444,1,424,424,,,
1765121806444,2,424,424,,,
1765121806444,2,424,,,1765121806444,0
1765121806444,1,424,,,1765121806444,0
1765121806469,1,425,425,,,
1765121806469,2,425,425,,,
1765121806469,1,425,,,1765121806476,7
1765121806469,2,425,,,1765121806476,7
1765121806495,1,426,426,,,
1765121806495,2,426,426,,,
1765121806495,2,426,,,1765121806508,13
1765121806495,1,426,,,1765121806508,13
1765121806520,1,427,427,,,
1765121806520,2,427,427,,,
1765121806520,2,427,,,1765121806524,4
1765121806520,1,427,,,1765121806524,4
1765121806546,1,428,428,,,
1765121806546,2,428,428,,,
1765121806546,1,428,,,1765121806556,10
1765121806546,2,428,,,1765121806556,10
1765121806571,1,429,429,,,
1765121806571,2,429,429,,,
1765121806571,1,429,,,1765121806572,1
1765121806571,2,429,,,1765121806587,16
1765121806597,1,430,430,,,
1765121806597,2,430,430,,,
1765121806597,1,430,,,1765121806603,6
1765121806597,2,430,,,1765121806603,6
1765121806622,1,431,431,,,
1765121806622,2,431,431,,,
1765121806622,2,431,,,1765121806636,14
1765121806622,1,431,,,1765121806637,15
1765121806648,1,432,432,,,
1765121806648,2,432,432,,,
1765121806648,1,432,,,1765121806653,5
1765121806648,2,432,,,1765121806653,5
1765121806673,1,433,433,,,
1765121806673,2,433,433,,,
1765121806673,1,433,,,1765121806683,10
1765121806673,2,433,,,1765121806683,10
1765121806700,1,434,434,,,
1765121806700,2,434,434,,,
1765121806700,2,434,,,1765121806713,13
1765121806700,1,434,,,1765121806714,14
1765121806725,1,435,435,,,
1765121806725,2,435,435,,,
1765121806725,2,435,,,1765121806729,4
1765121806725,1,435,,,1765121806744,19
1765121806752,1,436,436,,,
1765121806752,2,436,436,,,
1765121806752,2,436,,,1765121806765,13
1765121806752,1,436,,,1765121806774,22
1765121806778,1,437,437,,,
1765121806778,2,437,437,,,
1765121806778,2,437,,,1765121806790,12
1765121806778,1,437,,,1765121806790,12
1765121806803,1,438,438,,,
1765121806803,2,438,438,,,
1765121806803,2,438,,,1765121806805,2
1765121806803,1,438,,,1765121806805,2
1765121806829,1,439,439,,,
1765121806829,2,439,439,,,
1765121806829,2,439,,,1765121806836,7
1765121806829,1,439,,,1765121806836,7
1765121806854,1,440,440,,,
1765121806854,2,440,440,,,
1765121806854,2,440,,,1765121806868,14
1765121806854,1,440,,,1765121806868,14
1765121806880,1,441,441,,,
1765121806880,2,441,441,,,
1765121806880,2,441,,,1765121806884,4
1765121806880,1,441,,,1765121806884,4
1765121806906,1,442,442,,,
1765121806906,2,442,442,,,
1765121806906,2,442,,,1765121806915,9
1765121806906,1,442,,,1765121806915,9
1765121806933,1,443,443,,,
1765121806933,2,443,443,,,
1765121806933,2,443,,,1765121806946,13
1765121806933,1,443,,,1765121806946,13
1765121806959,1,444,444,,,
1765121806959,2,444,444,,,
1765121806959,1,444,,,1765121806963,4
1765121806959,2,444,,,1765121806963,4
1765121806984,1,445,445,,,
1765121806984,2,445,445,,,
1765121806984,1,445,,,1765121806993,9
1765121806984,2,445,,,1765121806993,9
1765121807010,1,446,446,,,
1765121807010,2,446,446,,,
1765121807010,1,446,,,1765121807024,14
1765121807010,2,446,,,1765121807024,14
1765121807035,1,447,447,,,
1765121807035,2,447,447,,,
1765121807035,2,447,,,1765121807040,5
1765121807035,1,447,,,1765121807040,5
1765121807061,1,448,448,,,
1765121807061,2,448,448,,,
1765121807061,2,448,,,1765121807071,10
1765121807061,1,448,,,1765121807079,18
1765121807086,1,449,449,,,
1765121807086,2,449,449,,,
1765121807086,2,449,,,1765121807087,1
1765121807086,1,449,,,1765121807096,10
1765121807111,1,450,450,,,
1765121807111,2,450,450,,,
1765121807111,1,450,,,1765121807118,7
1765121807111,2,450,,,1765121807119,8
1765121807138,1,451,451,,,
1765121807138,2,451,451,,,
1765121807138,1,451,,,1765121807150,12
1765121807138,2,451,,,1765121807151,13
1765121807163,1,452,452,,,
1765121807163,2,452,452,,,
1765121807163,1,452,,,1765121807166,3
1765121807163,2,452,,,1765121807166,3
1765121807188,1,453,453,,,
1765121807188,2,453,453,,,
1765121807188,2,453,,,1765121807197,9
1765121807188,1,453,,,1765121807197,9
1765121807214,1,454,454,,,
1765121807214,2,454,454,,,
1765121807214,2,454,,,1765121807228,14
1765121807214,1,454,,,1765121807228,14
1765121807240,1,455,455,,,
1765121807240,2,455,455,,,
1765121807240,2,455,,,1765121807244,4
1765121807240,1,455,,,1765121807244,4
1765121807266,1,456,456,,,
1765121807266,2,456,456,,,
1765121807266,2,456,,,1765121807275,9
1765121807266,1,456,,,1765121807275,9
1765121807291,1,457,457,,,
1765121807291,2,457,457,,,
1765121807291,1,457,,,1765121807305,14
1765121807291,2,457,,,1765121807305,14
1765121807317,1,458,458,,,
1765121807317,2,458,458,,,
1765121807317,1,458,,,1765121807320,3
1765121807317,2,458,,,1765121807321,4
1765121807343,1,459,459,,,
1765121807343,2,459,459,,,
1765121807343,2,459,,,1765121807352,9
1765121807343,1,459,,,1765121807352,9
1765121807369,1,460,460,,,
1765121807369,2,460,460,,,
1765121807369,2,460,,,1765121807383,14
1765121807369,1,460,,,1765121807384,15
1765121807394,1,461,461,,,
1765121807394,2,461,461,,,
1765121807394,1,461,,,1765121807399,5
1765121807394,2,461,,,1765121807399,5
1765121807420,1,462,462,,,
1765121807420,2,462,462,,,
1765121807420,2,462,,,1765121807430,10
1765121807420,1,462,,,1765121807430,10
1765121807446,1,463,463,,,
1765121807446,2,463,463,,,
1765121807446,2,463,,,1765121807462,16
1765121807446,1,463,,,1765121807462,16
1765121807472,1,464,464,,,
1765121807472,2,464,464,,,
1765121807472,1,464,,,1765121807478,6
1765121807472,2,464,,,1765121807479,7
1765121807497,1,465,465,,,
1765121807497,2,465,465,,,
1765121807497,1,465,,,1765121807512,15
1765121807497,2,465,,,1765121807512,15
1765121807523,1,466,466,,,
1765121807523,2,466,466,,,
1765121807523,1,466,,,1765121807527,4
1765121807523,2,466,,,1765121807527,4
1765121807549,1,467,467,,,
1765121807549,2,467,467,,,
1765121807549,2,467,,,1765121807559,10
1765121807549,1,467,,,1765121807568,19
1765121807575,1,468,468,,,
1765121807575,2,468,468,,,
1765121807575,1,468,,,1765121807586,11
1765121807575,2,468,,,1765121807591,16
1765121807600,1,469,469,,,
1765121807600,2,469,469,,,
1765121807600,1,469,,,1765121807601,1
1765121807600,2,469,,,1765121807607,7
1765121807626,1,470,470,,,
1765121807626,2,470,470,,,
1765121807626,1,470,,,1765121807637,11
1765121807626,2,470,,,1765121807638,12
1765121807652,1,471,471,,,
1765121807652,2,471,471,,,
1765121807652,2,471,,,1765121807654,2
1765121807652,1,471,,,1765121807655,3
1765121807677,1,472,472,,,
1765121807677,2,472,472,,,
1765121807677,1,472,,,1765121807685,8
1765121807677,2,472,,,1765121807687,10
1765121807703,1,473,473,,,
1765121807703,2,473,473,,,
1765121807703,1,473,,,1765121807720,17
1765121807703,2,473,,,1765121807720,17
1765121807730,1,474,474,,,
1765121807730,2,474,474,,,
1765121807730,1,474,,,1765121807735,5
1765121807730,2,474,,,1765121807735,5
1765121807755,1,475,475,,,
1765121807755,2,475,475,,,
1765121807755,1,475,,,1765121807755,0
1765121807755,2,475,,,1765121807766,11
1765121807781,1,476,476,,,
1765121807781,2,476,476,,,
1765121807781,2,476,,,1765121807781,0
1765121807781,1,476,,,1765121807797,16
1765121807807,1,477,477,,,
1765121807807,2,477,477,,,
1765121807807,1,477,,,1765121807813,6
1765121807807,2,477,,,1765121807813,6
1765121807832,1,478,478,,,
1765121807832,2,478,478,,,
1765121807832,1,478,,,1765121807845,13
1765121807832,2,478,,,1765121807845,13
1765121807858,1,479,479,,,
1765121807858,2,479,479,,,
1765121807858,1,479,,,1765121807860,2
1765121807858,2,479,,,1765121807861,3
1765121807883,1,480,480,,,
1765121807883,2,480,480,,,
1765121807883,1,480,,,1765121807892,9
1765121807883,2,480,,,1765121807892,9
1765121807909,1,481,481,,,
1765121807909,2,481,481,,,
1765121807909,1,481,,,1765121807923,14
1765121807909,2,481,,,1765121807925,16
1765121807934,1,482,482,,,
1765121807934,2,482,482,,,
1765121807934,1,482,,,1765121807938,4
1765121807934,2,482,,,1765121807940,6
1765121807960,1,483,483,,,
1765121807960,2,483,483,,,
1765121807960,2,483,,,1765121807972,12
1765121807960,1,483,,,1765121807972,12
1765121807985,1,484,484,,,
1765121807985,2,484,484,,,
1765121807985,1,484,,,1765121807988,3
1765121807985,2,484,,,1765121808003,18
1765121808011,1,485,485,,,
1765121808011,2,485,485,,,
1765121808011,1,485,,,1765121808019,8
1765121808011,2,485,,,1765121808019,8
1765121808036,1,486,486,,,
1765121808036,2,486,486,,,
1765121808036,1,486,,,1765121808051,15
1765121808036,2,486,,,1765121808051,15
1765121808062,1,487,487,,,
1765121808062,2,487,487,,,
1765121808062,1,487,,,1765121808066,4
1765121808062,2,487,,,1765121808067,5
1765121808088,1,488,488,,,
1765121808088,2,488,488,,,
1765121808088,1,488,,,1765121808098,10
1765121808088,2,488,,,1765121808099,11
1765121808113,1,489,489,,,
1765121808113,2,489,489,,,
1765121808113,2,489,,,1765121808115,2
1765121808113,1,489,,,1765121808115,2
1765121808140,1,490,490,,,
1765121808140,2,490,490,,,
1765121808140,2,490,,,1765121808145,5
1765121808140,1,490,,,1765121808151,11
1765121808166,1,491,491,,,
1765121808166,2,491,491,,,
1765121808166,1,491,,,1765121808166,0
1765121808166,2,491,,,1765121808177,11
1765121808192,1,492,492,,,
1765121808192,2,492,492,,,
1765121808192,2,492,,,1765121808193,1
1765121808192,1,492,,,1765121808198,6
1765121808218,1,493,493,,,
1765121808218,2,493,493,,,
1765121808218,1,493,,,1765121808220,2
1765121808218,2,493,,,1765121808224,6
1765121808244,1,494,494,,,
1765121808244,2,494,494,,,
1765121808244,1,494,,,1765121808255,11
1765121808270,1,495,495,,,
1765121808270,2,495,495,,,
1765121808244,2,494,,,1765121808270,26
1765121808270,1,495,,,1765121808286,16
1765121808270,2,495,,,1765121808286,16
1765121808296,1,496,496,,,
1765121808296,2,496,496,,,
1765121808296,1,496,,,1765121808301,5
1765121808296,2,496,,,1765121808302,6
1765121808322,1,497,497,,,
1765121808322,2,497,497,,,
1765121808322,2,497,,,1765121808333,11
1765121808348,1,498,498,,,
1765121808348,2,498,498,,,
1765121808322,1,497,,,1765121808348,26
1765121808348,1,498,,,1765121808349,1
1765121808348,2,498,,,1765121808366,18
1765121808374,1,499,499,,,
1765121808374,2,499,499,,,
1765121808374,1,499,,,1765121808381,7
1765121808374,2,499,,,1765121808396,22
1765121808400,1,500,500,,,
1765121808400,2,500,500,,,
1765121808400,1,500,,,1765121808402,2
1765121808400,2,500,,,1765121808413,13
1765121808426,1,501,501,,,
1765121808426,2,501,501,,,
1765121808426,2,501,,,1765121808429,3
1765121808426,1,501,,,1765121808443,17
1765121808452,1,502,502,,,
1765121808452,2,502,502,,,
1765121808452,1,502,,,1765121808459,7
1765121808452,2,502,,,1765121808460,8
1765121808478,1,503,503,,,
1765121808478,2,503,503,,,
1765121808478,1,503,,,1765121808491,13
1765121808504,1,504,504,,,
1765121808504,2,504,504,,,
1765121808504,1,504,,,1765121808506,2
1765121808478,2,503,,,1765121808506,28
1765121808504,2,504,,,1765121808507,3
1765121808530,1,505,505,,,
1765121808530,2,505,505,,,
1765121808530,1,505,,,1765121808538,8
1765121808530,2,505,,,1765121808538,8
1765121808555,1,506,506,,,
1765121808555,2,506,506,,,
1765121808555,2,506,,,1765121808570,15
1765121808555,1,506,,,1765121808571,16
1765121808581,1,507,507,,,
1765121808581,2,507,507,,,
1765121808581,2,507,,,1765121808586,5
1765121808581,1,507,,,1765121808586,5
1765121808607,1,508,508,,,
1765121808607,2,508,508,,,
1765121808607,2,508,,,1765121808618,11
1765121808607,1,508,,,1765121808619,12
1765121808632,1,509,509,,,
1765121808632,2,509,509,,,
1765121808632,2,509,,,1765121808634,2
1765121808632,1,509,,,1765121808634,2
1765121808658,1,510,510,,,
1765121808658,2,510,510,,,
1765121808658,2,510,,,1765121808666,8
1765121808658,1,510,,,1765121808666,8
1765121808684,1,511,511,,,
1765121808684,2,511,511,,,
1765121808711,1,512,512,,,
1765121808684,2,511,,,1765121808711,27
1765121808684,1,511,,,1765121808711,27
1765121808711,2,512,512,,,
1765121808711,1,512,,,1765121808712,1
1765121808711,2,512,,,1765121808727,16
1765121808738,1,513,513,,,
1765121808738,2,513,513,,,
1765121808738,1,513,,,1765121808743,5
1765121808738,2,513,,,1765121808744,6
1765121808764,1,514,514,,,
1765121808764,2,514,514,,,
1765121808764,2,514,,,1765121808775,11
1765121808764,1,514,,,1765121808775,11
1765121808790,1,515,515,,,
1765121808790,2,515,515,,,
1765121808790,1,515,,,1765121808791,1
1765121808790,2,515,,,1765121808791,1
1765121808816,1,516,516,,,
1765121808816,2,516,516,,,
1765121808816,2,516,,,1765121808822,6
1765121808816,1,516,,,1765121808823,7
1765121808841,1,517,517,,,
1765121808841,2,517,517,,,
1765121808841,2,517,,,1765121808855,14
1765121808841,1,517,,,1765121808855,14
1765121808867,1,518,518,,,
1765121808867,2,518,518,,,
1765121808867,1,518,,,1765121808870,3
1765121808867,2,518,,,1765121808870,3
1765121808892,1,519,519,,,
1765121808892,2,519,519,,,
1765121808892,1,519,,,1765121808903,11
1765121808918,1,520,520,,,
1765121808918,2,520,520,,,
1765121808918,1,520,,,1765121808919,1
1765121808892,2,519,,,1765121808919,27
1765121808918,2,520,,,1765121808919,1
1765121808944,1,521,521,,,
1765121808944,2,521,521,,,
1765121808944,1,521,,,1765121808950,6
1765121808944,2,521,,,1765121808965,21
1765121808970,1,522,522,,,
1765121808970,2,522,522,,,
1765121808970,1,522,,,1765121808981,11
1765121808970,2,522,,,1765121808981,11
1765121808996,1,523,523,,,
1765121808996,2,523,523,,,
1765121808996,2,523,,,1765121808996,0
1765121808996,1,523,,,1765121808997,1
1765121809022,1,524,524,,,
1765121809022,2,524,524,,,
1765121809022,1,524,,,1765121809029,7
1765121809022,2,524,,,1765121809029,7
1765121809048,1,525,525,,,
1765121809048,2,525,525,,,
1765121809048,1,525,,,1765121809060,12
1765121809048,2,525,,,1765121809060,12
1765121809074,1,526,526,,,
1765121809074,2,526,526,,,
1765121809074,2,526,,,1765121809076,2
1765121809074,1,526,,,1765121809077,3
